run_id,experiment,dataset,depth,time_steps,condition,topology,neuron,seed,config_file,config_hash,config_file_sha256,matrix_key,protocol_hash
E9_cifar100_d20_t6_PLIF_s937711809,E9,cifar100,20,6,PLIF,spiking_resnet,plif_style,937711809,E9_cifar100_d20_t6_PLIF_s937711809.yaml,d3fab7546d91e7298f7ee06d85077d0fad64e2f263260b710334b178305812e5,79b9366c5fc32ebe46f17bb52ceddb92eae148d840f7b00d1287453f04999e59,"[""cifar100"",20,6,""PLIF"",937711809]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M0_s959898395,E9,cifar100,20,6,M0,spiking_resnet,lif,959898395,E9_cifar100_d20_t6_M0_s959898395.yaml,df53c90f8d27f87c64fa937d0a41288581beb85d8ce895e9ab0099974c151cb6,8a213f4d425a912031e0bc7426eb6437e4d1c375884976bcc3035b5f28f78e36,"[""cifar100"",20,6,""M0"",959898395]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M1_s959898395,E9,cifar100,20,6,M1,spiking_resnet,route_matched_lif,959898395,E9_cifar100_d20_t6_M1_s959898395.yaml,2f46c8282c7dc657fd011f85ec0398eb9c584a77ceb798f1708b93ebea9d8631,5368c1ea565daa859f82023355e3031b61e72ea142b7593f58cb8510b7e23f90,"[""cifar100"",20,6,""M1"",959898395]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M2_s959898395,E9,cifar100,20,6,M2,spiking_resnet,shared_window_ta_lif,959898395,E9_cifar100_d20_t6_M2_s959898395.yaml,b630586bfb9168c77d11f881b946cdac63aba26307edab893ee08bf90b0d13d6,0a3e20d5e014a8a38057e3f47f03062fec61a6d68943ba0bfc3e9568a08da86f,"[""cifar100"",20,6,""M2"",959898395]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M3_s959898395,E9,cifar100,20,6,M3,spiking_resnet,time_indexed_ta_lif,959898395,E9_cifar100_d20_t6_M3_s959898395.yaml,55327fa1ba844f4f7038283edd1b1728cffc09080f2ed55f5950e1deed1cd245,ba4435ab3e45f8562426f79bb38d8191091e40527a18d041b72dbbaeb2c925ed,"[""cifar100"",20,6,""M3"",959898395]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M4_s959898395,E9,cifar100,20,6,M4,spiking_resnet,ta_lif,959898395,E9_cifar100_d20_t6_M4_s959898395.yaml,8b822a4f8d8f07fa5019f68fb47f1f1375b19379d85183048d642b7246ea689f,ca23254a6c1ee15460097a9f54151bff7a5a8bbf9d1a6ce656c8c82b5c91c0c2,"[""cifar100"",20,6,""M4"",959898395]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_PLIF_s959898395,E9,cifar100,20,6,PLIF,spiking_resnet,plif_style,959898395,E9_cifar100_d20_t6_PLIF_s959898395.yaml,70794533a2d371068feeb0e0f38662a6310a8de80b0a9aeb95b2c30bf561efc9,f7cd3127a52cd6450ec2af96d1c04ed913b8460322e2fb4e5e71e04c8fbacef9,"[""cifar100"",20,6,""PLIF"",959898395]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M0_s895247195,E9,cifar100,20,6,M0,spiking_resnet,lif,895247195,E9_cifar100_d20_t6_M0_s895247195.yaml,2daa4edcb2d2d30d856e0c79b860a08181df698d8472cd72cc860aebb4c27dd2,fcc453e15fe8dcff700b91370ac49368413548f61a19cdc5b7cbb419feb4127a,"[""cifar100"",20,6,""M0"",895247195]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M1_s895247195,E9,cifar100,20,6,M1,spiking_resnet,route_matched_lif,895247195,E9_cifar100_d20_t6_M1_s895247195.yaml,0bf8df5542acc7e8d488e28c0d006d590e9fb262be01eb0a85262e3d943ca847,c394d98f23d5eeb73911fa2f64fdee62406486af4535169c35b0fbe00a2e2ae4,"[""cifar100"",20,6,""M1"",895247195]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M2_s895247195,E9,cifar100,20,6,M2,spiking_resnet,shared_window_ta_lif,895247195,E9_cifar100_d20_t6_M2_s895247195.yaml,9c2e82750a91e0700001b3881f3ebd2e109ee2a4a99571a8f98edbbb4c3a5aa8,84be0398436aefa8b61818b8564ba4e543aa141aa05255bd915e50f333ac9666,"[""cifar100"",20,6,""M2"",895247195]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M3_s895247195,E9,cifar100,20,6,M3,spiking_resnet,time_indexed_ta_lif,895247195,E9_cifar100_d20_t6_M3_s895247195.yaml,9818ec9b17d59cbf7c6793fb224ad950803919d3b9b9c233cd7a79f0a2f497d9,bcb9bbbc228ab10d665624bd43f70270c9652063ea363e3a0479627695876748,"[""cifar100"",20,6,""M3"",895247195]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M4_s895247195,E9,cifar100,20,6,M4,spiking_resnet,ta_lif,895247195,E9_cifar100_d20_t6_M4_s895247195.yaml,fc08c9ba699499d59e9c14adf855595047ec9904fcc91895cecd540f5aabc237,2d824f3f5bc991baf418edf81bd28f42b0b2d38d4a373ffa1beca3410717ed9d,"[""cifar100"",20,6,""M4"",895247195]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_PLIF_s895247195,E9,cifar100,20,6,PLIF,spiking_resnet,plif_style,895247195,E9_cifar100_d20_t6_PLIF_s895247195.yaml,5a329fac7d4ec1a1e759019a93ce9ebc7723c095aedd5462c3fab56a178cad94,96373b12dfb9ff1d91d34d52e303cd185541fd9d024945442c20316e3a9bcbf4,"[""cifar100"",20,6,""PLIF"",895247195]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M0_s373375701,E9,cifar100,20,6,M0,spiking_resnet,lif,373375701,E9_cifar100_d20_t6_M0_s373375701.yaml,24968e1c93cce4fadc860cfb11152b9d76c555eabbc58c49bd3a9fd2461209cd,ed80967ba6b61cd4dd632d6b6783d385bdc454c940bd93748bc1f516bd66f817,"[""cifar100"",20,6,""M0"",373375701]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M1_s373375701,E9,cifar100,20,6,M1,spiking_resnet,route_matched_lif,373375701,E9_cifar100_d20_t6_M1_s373375701.yaml,608ec81a4b3888b18807af8687829e51524a4868e5bab774ab8ad85217e6944c,6a9aba6444f5e04c47a2b434c5ef79f94543361819926ed4a5d06058d48a3f5c,"[""cifar100"",20,6,""M1"",373375701]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M2_s373375701,E9,cifar100,20,6,M2,spiking_resnet,shared_window_ta_lif,373375701,E9_cifar100_d20_t6_M2_s373375701.yaml,6bd25c54ba53dd6b455da00c723789810d18f98750fddfb2b5e6358bb73827d6,043e771d4e8f9b4fd1ef4c6c5c3052ad547fe5a5695efa7448828152bbceed62,"[""cifar100"",20,6,""M2"",373375701]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M3_s373375701,E9,cifar100,20,6,M3,spiking_resnet,time_indexed_ta_lif,373375701,E9_cifar100_d20_t6_M3_s373375701.yaml,5d8f73a0e41ff7242618c2c24eb99b24941b8c3c59e04cf0cfafaf296416a9d6,ec46e652ffd1bd27d22221cbca8b22be8d77ed6f496cc6e509cd53568e4a0f0d,"[""cifar100"",20,6,""M3"",373375701]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M4_s373375701,E9,cifar100,20,6,M4,spiking_resnet,ta_lif,373375701,E9_cifar100_d20_t6_M4_s373375701.yaml,51fc5de47aac152cd9abe8f56b2248efe4a93b708d4c2c24d5048d3cf89d530b,135e290aa3ca0cec9b9574d1533b842afb7daf54c451e5bace4673fd10e60cea,"[""cifar100"",20,6,""M4"",373375701]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_PLIF_s373375701,E9,cifar100,20,6,PLIF,spiking_resnet,plif_style,373375701,E9_cifar100_d20_t6_PLIF_s373375701.yaml,1c5f4244cca988b2db05dd092def7525e1d8f8e0ba8bd88478c4fc92a2e47953,cf7d47f01678269536da43dd1799fed4db33f4aa5b562bf7aeaa1b244e67ad98,"[""cifar100"",20,6,""PLIF"",373375701]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M0_s1221790045,E9,cifar100,20,6,M0,spiking_resnet,lif,1221790045,E9_cifar100_d20_t6_M0_s1221790045.yaml,657ab83d248c004a3520e9dbb99179ed2416362830a512cc14d2f74482cc31a2,493f1f20228e4ca653cd8107c03c7a5b8f0e37867655ba9ada4610e30360b32b,"[""cifar100"",20,6,""M0"",1221790045]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M1_s1221790045,E9,cifar100,20,6,M1,spiking_resnet,route_matched_lif,1221790045,E9_cifar100_d20_t6_M1_s1221790045.yaml,efd5b6ee4fbe5ca866f97beece22722583310a931d4224ac3b74f78c8776f14b,667d21109ce9555997a661a5b01e946fb7cb3e6b3a5e6bc59f95ea94449d8c31,"[""cifar100"",20,6,""M1"",1221790045]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M2_s1221790045,E9,cifar100,20,6,M2,spiking_resnet,shared_window_ta_lif,1221790045,E9_cifar100_d20_t6_M2_s1221790045.yaml,ca895299bbe063480e1b9be67dbe279e12605f6cd390f89661d5c1c4dddd608d,7a8b8b3b6592847ea95e4fd5a9e8b8d0140807595ba9bca6ef9930e3a09de46f,"[""cifar100"",20,6,""M2"",1221790045]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M3_s1221790045,E9,cifar100,20,6,M3,spiking_resnet,time_indexed_ta_lif,1221790045,E9_cifar100_d20_t6_M3_s1221790045.yaml,b7aab5971cb858754a59497a4f02cf79f68dd14f4e5857cd05fc1c640d0cd7b1,698644e3737f462d765fb5903b836ff173e06158824ca92dd9ce4ac8de69b61d,"[""cifar100"",20,6,""M3"",1221790045]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M4_s1221790045,E9,cifar100,20,6,M4,spiking_resnet,ta_lif,1221790045,E9_cifar100_d20_t6_M4_s1221790045.yaml,f2dd1fd11b65733f2e71a17be289e31245a15b19b5de79fe84d5ad2590b0f53c,577d16994a57ff7f84df46d81f9a866169b0863390c27415d39c0983c5288296,"[""cifar100"",20,6,""M4"",1221790045]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_PLIF_s1221790045,E9,cifar100,20,6,PLIF,spiking_resnet,plif_style,1221790045,E9_cifar100_d20_t6_PLIF_s1221790045.yaml,4c7cf2bac3792735cda559d826ba8c2e7238a90a2c599d8844758c9a4585dea1,1446989197ffd2d9d68d692fc59c11b24fc37d1627b242ba4769d14314f63ed8,"[""cifar100"",20,6,""PLIF"",1221790045]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M0_s832924126,E9,cifar100,20,6,M0,spiking_resnet,lif,832924126,E9_cifar100_d20_t6_M0_s832924126.yaml,e80750600d9993e64ca3263634c620ecf87989d36c2013e97d5d22c710da1701,ccc87a7bfbf636777c7a6b53a648ea76c8c9d9736ccf1f2bdb594206c1c80c4a,"[""cifar100"",20,6,""M0"",832924126]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M1_s832924126,E9,cifar100,20,6,M1,spiking_resnet,route_matched_lif,832924126,E9_cifar100_d20_t6_M1_s832924126.yaml,daa6960d1ed0ca1f01cfd26539503d6f217fcd62ab2de730f66d05323cc42714,5b22c2f33a4cd65c88799c1b032f7c0cb591a723921e44645db642f99ba8244c,"[""cifar100"",20,6,""M1"",832924126]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M2_s832924126,E9,cifar100,20,6,M2,spiking_resnet,shared_window_ta_lif,832924126,E9_cifar100_d20_t6_M2_s832924126.yaml,7bf0d2914b1584315b1ca259bc680b6fd64de0e6d6eb72a2e6f913879e968c9d,f1726cc28d16c38e5c582e5f12f4074219ffbab93f0eff173267434a08b5d7be,"[""cifar100"",20,6,""M2"",832924126]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M3_s832924126,E9,cifar100,20,6,M3,spiking_resnet,time_indexed_ta_lif,832924126,E9_cifar100_d20_t6_M3_s832924126.yaml,0f5d2dac1d6de161b75fcb3df917f437921f391388199146b05be78e56ebef92,c4d7af66b544a4b2b895bf91a7a252a07d5ff3aa7bdbe80f3248ebb24ca85997,"[""cifar100"",20,6,""M3"",832924126]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M4_s832924126,E9,cifar100,20,6,M4,spiking_resnet,ta_lif,832924126,E9_cifar100_d20_t6_M4_s832924126.yaml,0962527ccf53c8b31750bf9286b97168e6a2c5324153968d3a69d5fcd7e84670,4683acec29f5546c5230de7e39398241f9ff269feea129694a7e985897d12ab2,"[""cifar100"",20,6,""M4"",832924126]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_PLIF_s832924126,E9,cifar100,20,6,PLIF,spiking_resnet,plif_style,832924126,E9_cifar100_d20_t6_PLIF_s832924126.yaml,2c7e47f75de9f2eb7af26c690bf3206f0f359f25d7f2467f4ad1bb7523c003fb,73f503b90fe20ce05bef5946c7bdb27bd236d4815ef0f796119993f2b0d5e687,"[""cifar100"",20,6,""PLIF"",832924126]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M0_s999491910,E9,cifar100,20,6,M0,spiking_resnet,lif,999491910,E9_cifar100_d20_t6_M0_s999491910.yaml,4bdb14611272369e15936189a5d675230ad71ede90be72e7de0aa0a85a925fc7,28b1be5222e995ffa98e66bc71d1d2395fa35562b5e61decd3a78b32726b28a7,"[""cifar100"",20,6,""M0"",999491910]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M1_s999491910,E9,cifar100,20,6,M1,spiking_resnet,route_matched_lif,999491910,E9_cifar100_d20_t6_M1_s999491910.yaml,ecd5e1af3f4680292eb4eecbc1702a2dab8d465c050eb4badbaef2c2237701c3,1bc5ba84c9ed4e0d85ee419761c034603b808db2745e117f69b070d3718b7123,"[""cifar100"",20,6,""M1"",999491910]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M2_s999491910,E9,cifar100,20,6,M2,spiking_resnet,shared_window_ta_lif,999491910,E9_cifar100_d20_t6_M2_s999491910.yaml,a8654934cef607d752a87b5fc89809c9959b0a99f49c4aa64ca0b09d569b3631,6c9a8240249069223f8adc852025976ce973ea7783a3fbbd8c8b93f79bb3d84d,"[""cifar100"",20,6,""M2"",999491910]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M3_s999491910,E9,cifar100,20,6,M3,spiking_resnet,time_indexed_ta_lif,999491910,E9_cifar100_d20_t6_M3_s999491910.yaml,8dec16f8182d5b09d93b38ae7d3f12d7b2b72ad2e490d638d949c6bd9fc272bd,c63c3469cd37fabd5d49a395febdd33f57250f718f85380d755899e76309c197,"[""cifar100"",20,6,""M3"",999491910]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_M4_s999491910,E9,cifar100,20,6,M4,spiking_resnet,ta_lif,999491910,E9_cifar100_d20_t6_M4_s999491910.yaml,dfd6bb7d59464ca9f7e918929ef6be6b68c78c1d33dda312edefa05bb3ff3598,2b8303916525862fe08fa929152429ceb3de33f29c9a534968de9531a5651d24,"[""cifar100"",20,6,""M4"",999491910]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
E9_cifar100_d20_t6_PLIF_s999491910,E9,cifar100,20,6,PLIF,spiking_resnet,plif_style,999491910,E9_cifar100_d20_t6_PLIF_s999491910.yaml,16b1b0b8f1c868ff30fa449855adb0f1e6bdb78f1fc9a9a04809e2b5be5f9330,af19d52fc5eeba4787fe4331daafeac648bd70806297df287632aa4cb24864f5,"[""cifar100"",20,6,""PLIF"",999491910]",ce8240e28147a87ee76a3953f8097613ecc33d683339ad66d9e73a126104265c
