run_id,experiment,dataset,depth,time_steps,condition,topology,neuron,seed,config_file,config_hash,config_file_sha256,matrix_key,protocol_hash
E1_cifar10dvs_d20_t10_C1_s157805125,E1,cifar10dvs,20,10,C1,spiking_resnet,lif,157805125,E1_cifar10dvs_d20_t10_C1_s157805125.yaml,af8da35e86b1b4fe4f5f9e1b3c2392690f34a0c9bc02fa57c6faf3b487c50960,3d2e366786180eb697911c1005359397e5d871a054dceebdea27bb52df338645,"[""cifar10dvs"",20,10,""C1"",157805125]",a5b2a664de5142438061f479a37f3b55401499104abb28ee3cf1d674ec1d4527
E1_cifar10dvs_d20_t10_C2_s157805125,E1,cifar10dvs,20,10,C2,spiking_resnet,ta_lif,157805125,E1_cifar10dvs_d20_t10_C2_s157805125.yaml,bc0ec15658656cf7f6feffb98f96c3a621b120466eddb1b74ebc9454c5294d34,509604deb75e48448af9efac4c539eebef3b761d95da7b5ecb208ff91604ce32,"[""cifar10dvs"",20,10,""C2"",157805125]",a5b2a664de5142438061f479a37f3b55401499104abb28ee3cf1d674ec1d4527
E1_cifar10dvs_d20_t10_C1_s2131477013,E1,cifar10dvs,20,10,C1,spiking_resnet,lif,2131477013,E1_cifar10dvs_d20_t10_C1_s2131477013.yaml,fd1abae1ca40d61829a6fa0f1bd1fea353d0f88220ee5914bc01e6bdf2339457,a82e4a3db71936d856266fcadc1c5b653d077f96bb78d4098e673cadbe9bd7c7,"[""cifar10dvs"",20,10,""C1"",2131477013]",a5b2a664de5142438061f479a37f3b55401499104abb28ee3cf1d674ec1d4527
E1_cifar10dvs_d20_t10_C2_s2131477013,E1,cifar10dvs,20,10,C2,spiking_resnet,ta_lif,2131477013,E1_cifar10dvs_d20_t10_C2_s2131477013.yaml,6b5f1caef3d8e6439035f4747c0b6de1ec6b8b9816c9a635283d4a271fc01248,6be57dd65a6bda3f7372fcb4fb2b2646254193b7dc3c9c43f8c58c20c5f961fa,"[""cifar10dvs"",20,10,""C2"",2131477013]",a5b2a664de5142438061f479a37f3b55401499104abb28ee3cf1d674ec1d4527
E1_cifar10dvs_d20_t10_C1_s1311303835,E1,cifar10dvs,20,10,C1,spiking_resnet,lif,1311303835,E1_cifar10dvs_d20_t10_C1_s1311303835.yaml,b26424a135c9babf00f48130970d378ec5a867cb6b0cdbf512f9b9639571d60f,fa136f05355bf3fe103c97d54d0e6b1c3190ddaf2c415ff23aed488be6de8f4a,"[""cifar10dvs"",20,10,""C1"",1311303835]",a5b2a664de5142438061f479a37f3b55401499104abb28ee3cf1d674ec1d4527
E1_cifar10dvs_d20_t10_C2_s1311303835,E1,cifar10dvs,20,10,C2,spiking_resnet,ta_lif,1311303835,E1_cifar10dvs_d20_t10_C2_s1311303835.yaml,b50044ea2bcc14053bd1770c2d7a8f3d462ebac429e4dff656ba19d9f94313e4,64638a5a91da1e270e3884f17b04b682ce27c5e67473e703257bee0762035667,"[""cifar10dvs"",20,10,""C2"",1311303835]",a5b2a664de5142438061f479a37f3b55401499104abb28ee3cf1d674ec1d4527
E1_cifar10dvs_d20_t10_C1_s417519743,E1,cifar10dvs,20,10,C1,spiking_resnet,lif,417519743,E1_cifar10dvs_d20_t10_C1_s417519743.yaml,9312e1d7a7ac8410514555d74cc6c3df9b3768beb32e1468969c8add12568071,ba981cabae0a4a596b6c4734496deeb002a71cc05c70e547eabffd3fa7c77cc2,"[""cifar10dvs"",20,10,""C1"",417519743]",a5b2a664de5142438061f479a37f3b55401499104abb28ee3cf1d674ec1d4527
E1_cifar10dvs_d20_t10_C2_s417519743,E1,cifar10dvs,20,10,C2,spiking_resnet,ta_lif,417519743,E1_cifar10dvs_d20_t10_C2_s417519743.yaml,1e1899ff96d84b08adc91b103208e750c924eb39ed3ef51143891940c40dee8f,fbb7a9a1f068f4c179da145f9d69cec40edbfea1286d6cfb22f62520c48bc1bc,"[""cifar10dvs"",20,10,""C2"",417519743]",a5b2a664de5142438061f479a37f3b55401499104abb28ee3cf1d674ec1d4527
E1_cifar10dvs_d20_t10_C1_s2086335735,E1,cifar10dvs,20,10,C1,spiking_resnet,lif,2086335735,E1_cifar10dvs_d20_t10_C1_s2086335735.yaml,3c35d6ef4fc42cbd1a689a5ed341590e0cf28e7345d2bbcca7cf66fdf174b8aa,b8758d0ecc4c5e800c6521167d800d7f4018057ca1893fbd3503c0c8211fb134,"[""cifar10dvs"",20,10,""C1"",2086335735]",a5b2a664de5142438061f479a37f3b55401499104abb28ee3cf1d674ec1d4527
E1_cifar10dvs_d20_t10_C2_s2086335735,E1,cifar10dvs,20,10,C2,spiking_resnet,ta_lif,2086335735,E1_cifar10dvs_d20_t10_C2_s2086335735.yaml,ea0ba7ca30b1faaea3316f8dcc97141ee34004ef14b28bd20cbdf163f22f8913,093f46d5c30f53c73b3a8f52728fa98e38a1c44918404e2e62e968a43e48d24e,"[""cifar10dvs"",20,10,""C2"",2086335735]",a5b2a664de5142438061f479a37f3b55401499104abb28ee3cf1d674ec1d4527
