run_id,experiment,dataset,depth,time_steps,condition,topology,neuron,seed,config_file,config_hash,config_file_sha256,matrix_key,protocol_hash
E1_cifar10dvs_d20_t10_C1_s1230259817,E1,cifar10dvs,20,10,C1,spiking_resnet,lif,1230259817,E1_cifar10dvs_d20_t10_C1_s1230259817.yaml,cc4dab5aa1b2ecd38e7c638c485574a7b099b96290550e189608db70a07a2ec7,4a1be5164a78ce13dba87daff73bae12aa140af810b664da6b2208bebebfc617,"[""cifar10dvs"",20,10,""C1"",1230259817]",68bb14e892a696bc87b3a2d3f196b81fc58b299dd0c485cf72a50bb5fd0b0a54
E1_cifar10dvs_d20_t10_C2_s1230259817,E1,cifar10dvs,20,10,C2,spiking_resnet,ta_lif,1230259817,E1_cifar10dvs_d20_t10_C2_s1230259817.yaml,112cdc15a33a4d0bc9620371c834a2098e54fc44fa7e9a55d0dffb9114e17315,df7c63f97325cfbcd0674d17a3c01749696853e29389d100a0552beefb49401a,"[""cifar10dvs"",20,10,""C2"",1230259817]",68bb14e892a696bc87b3a2d3f196b81fc58b299dd0c485cf72a50bb5fd0b0a54
E1_cifar10dvs_d20_t10_C1_s1487387499,E1,cifar10dvs,20,10,C1,spiking_resnet,lif,1487387499,E1_cifar10dvs_d20_t10_C1_s1487387499.yaml,48fef0352929c13d1992f7379ca978ef4ef2be744ab33eca3b0544a1aca0b6a8,895478a19c1f00a90501a70e1f25edbbcb4bafa590457ac55229a0dc4dec3678,"[""cifar10dvs"",20,10,""C1"",1487387499]",68bb14e892a696bc87b3a2d3f196b81fc58b299dd0c485cf72a50bb5fd0b0a54
E1_cifar10dvs_d20_t10_C2_s1487387499,E1,cifar10dvs,20,10,C2,spiking_resnet,ta_lif,1487387499,E1_cifar10dvs_d20_t10_C2_s1487387499.yaml,87b2c252649e56e474346cf4b76b57e89727337744c07d79c49fa0d2834a73c8,7174fbc67848453f374134c4f7169de4974e95e8dc5193098eacea39c5fa7560,"[""cifar10dvs"",20,10,""C2"",1487387499]",68bb14e892a696bc87b3a2d3f196b81fc58b299dd0c485cf72a50bb5fd0b0a54
E1_cifar10dvs_d20_t10_C1_s856172396,E1,cifar10dvs,20,10,C1,spiking_resnet,lif,856172396,E1_cifar10dvs_d20_t10_C1_s856172396.yaml,9e97d28805d9fae7de9c9563340c4555d5691505e22942afb84f55dfdc8d09f7,d2f00232cc2742c0e37e9c3d1062b64e197ef9ad748a9c6bde12c33fe427fa6f,"[""cifar10dvs"",20,10,""C1"",856172396]",68bb14e892a696bc87b3a2d3f196b81fc58b299dd0c485cf72a50bb5fd0b0a54
E1_cifar10dvs_d20_t10_C2_s856172396,E1,cifar10dvs,20,10,C2,spiking_resnet,ta_lif,856172396,E1_cifar10dvs_d20_t10_C2_s856172396.yaml,aa2056a8e1653692ae908d71aace3b9d0f3aed0c993ec922470894b45016d9fd,096fa3f543a409a6ddd18ffc3eac16d7b2485bb6c5361a7d6eb83701f65b44c2,"[""cifar10dvs"",20,10,""C2"",856172396]",68bb14e892a696bc87b3a2d3f196b81fc58b299dd0c485cf72a50bb5fd0b0a54
E1_cifar10dvs_d20_t10_C1_s1846577336,E1,cifar10dvs,20,10,C1,spiking_resnet,lif,1846577336,E1_cifar10dvs_d20_t10_C1_s1846577336.yaml,b493af31f78a29caec7e00e73b8fa091288fe430ab1f1a098cbe72dc75898b99,354fc761d63b2e4a2cd08a03488788e5fb4aa2cf93501fc8ad633da90f06103f,"[""cifar10dvs"",20,10,""C1"",1846577336]",68bb14e892a696bc87b3a2d3f196b81fc58b299dd0c485cf72a50bb5fd0b0a54
E1_cifar10dvs_d20_t10_C2_s1846577336,E1,cifar10dvs,20,10,C2,spiking_resnet,ta_lif,1846577336,E1_cifar10dvs_d20_t10_C2_s1846577336.yaml,018c1ce02c3cb3cd6bc39c2c1642dbe74491ae1b52d5854b9d58637d401bd4c3,1a15418f77ad246a74859f434ca1015a84d541022867db45fc41d85cc9bce324,"[""cifar10dvs"",20,10,""C2"",1846577336]",68bb14e892a696bc87b3a2d3f196b81fc58b299dd0c485cf72a50bb5fd0b0a54
E1_cifar10dvs_d20_t10_C1_s1248366457,E1,cifar10dvs,20,10,C1,spiking_resnet,lif,1248366457,E1_cifar10dvs_d20_t10_C1_s1248366457.yaml,81776dd653b9090e43693e4c340394561f7d7973a37480899aad95c711c6a346,9a5087ef8824bdbd865065ce12c946663d48c565b08d907348605e6984961f0b,"[""cifar10dvs"",20,10,""C1"",1248366457]",68bb14e892a696bc87b3a2d3f196b81fc58b299dd0c485cf72a50bb5fd0b0a54
E1_cifar10dvs_d20_t10_C2_s1248366457,E1,cifar10dvs,20,10,C2,spiking_resnet,ta_lif,1248366457,E1_cifar10dvs_d20_t10_C2_s1248366457.yaml,13186d39781ae662343f59d1b72371c2aa7382b639315d00a8701425fa3c9e95,6065dd6ad5e3f1abbee22cdca6d8a70b904694aa401ebd2cfc8c35c229b899a2,"[""cifar10dvs"",20,10,""C2"",1248366457]",68bb14e892a696bc87b3a2d3f196b81fc58b299dd0c485cf72a50bb5fd0b0a54
